seq,send_stack_us,recv_stack_us,network_latency_us
341,52.81005859375,100.791015625,945
342,40.3160400390625,45.5960693359375,924
343,14.2159423828125,45.5150146484375,902
344,14.2169189453125,45.95703125,902
345,14.116943359375,45.8369140625,907
346,14.3270263671875,116.8809814453125,928
347,18.5450439453125,49.303955078125,968
348,17.9029541015625,50.2349853515625,952
349,15.239013671875,79.5321044921875,930
350,18.10400390625,45.886962890625,905
351,13.7359619140625,45.8070068359375,902
352,17.06201171875,45.534912109375,885
353,17.06201171875,49.7840576171875,871
354,16.8919677734375,45.8570556640625,885
355,13.76708984375,45.6070556640625,884
356,16.903076171875,50.656005859375,886
357,16.822998046875,46.027099609375,974
358,16.6229248046875,45.8170166015625,968
359,17.011962890625,46.3179931640625,964
360,16.822021484375,45.95703125,947
361,16.7520751953125,49.0531005859375,933
362,15.1390380859375,46.177978515625,938
363,16.6529541015625,45.9169921875,940
364,16.9420166015625,59.4520263671875,922
365,22.64306640625,45.7760009765625,10754
366,17.552978515625,45.486083984375,9581
367,16.633056640625,46.01708984375,8510
368,13.5159912109375,46.007080078125,7570
369,15.01806640625,42.3609619140625,6737
370,17.323974609375,38.1119384765625,6040
371,16.791015625,45.777099609375,5396
372,14.0660400390625,45.68701171875,4843
373,14.2470703125,45.8369140625,4344
374,18.1739501953125,62.948974609375,3931
375,12.9359130859375,118.2640380859375,3566
376,18.283935546875,115.929931640625,3257
377,17.8839111328125,121.699951171875,2947
378,18.2139892578125,45.876953125,2685
379,17.02294921875,48.6629638671875,2472
380,15.2490234375,90.632080078125,2276
381,18.166015625,98.325927734375,2103
382,17.5830078125,115.68896484375,1946
383,18.364013671875,46.5780029296875,1814
384,17.0419921875,45.68701171875,1688
385,17.0618896484375,46.2879638671875,1589
386,17.0830078125,45.376953125,1508
387,17.052001953125,46.248046875,1435
388,17.0120849609375,49.6640625,1352
389,17.241943359375,45.5159912109375,1286
390,17.282958984375,85.9429931640625,1230
391,24.425048828125,92.2449951171875,1170
392,17.343017578125,97.7659912109375,1120
393,17.7840576171875,99.2078857421875,1090
394,17.6229248046875,84.4310302734375,1060
395,17.9730224609375,122.382080078125,1036
396,17.9140625,46.177978515625,1005
397,16.8809814453125,45.676025390625,985
398,14.156005859375,46.0169677734375,967
399,17.133056640625,45.364990234375,963
400,14.2469482421875,45.0250244140625,945
401,15.3489990234375,72.166015625,942
402,17.7030029296875,45.3160400390625,930
403,16.5419921875,49.68408203125,924
404,16.3319091796875,62.6700439453125,925
405,19.2960205078125,45.7869873046875,918
406,16.9720458984375,45.4959716796875,913
407,14.258056640625,50.426025390625,907
408,17.2330322265625,45.8070068359375,901
409,17.1729736328125,46.3980712890625,892
410,17.2230224609375,48.4720458984375,895
411,14.968017578125,51.6480712890625,883
412,15.2779541015625,45.3961181640625,873
413,16.4609375,59.4129638671875,863
414,14.366943359375,46.387939453125,857
415,17.4130859375,52.0789794921875,844
416,48.863037109375,45.236083984375,3401
417,15.2178955078125,58.5909423828125,3240
418,19.2669677734375,46.136962890625,7499
419,17.052001953125,58.9810791015625,6708
420,15.458984375,46.7579345703125,5978
421,15.1400146484375,45.927001953125,5337
422,16.7830810546875,50.81494140625,4783
423,17.06201171875,45.075927734375,4287
424,14.0670166015625,45.5350341796875,3861
425,17.08203125,74.251953125,3487
426,15.3380126953125,47.800048828125,3159
427,15.208984375,64.10205078125,2866
428,15.26806640625,45.1260986328125,2619
429,13.8260498046875,45.7869873046875,2387
430,14.1060791015625,45.876953125,2204
431,13.8759765625,45.666015625,2033
432,13.5150146484375,45.7969970703125,1892
433,13.866943359375,45.6658935546875,1767
434,13.826904296875,78.16796875,1646
435,25.116943359375,45.3360595703125,1541
436,16.822021484375,94.9500732421875,1447
437,17.5430908203125,96.64306640625,1366
438,17.6829833984375,84.0689697265625,1291
439,18.0950927734375,122.9730224609375,1227
440,18.1138916015625,84.9510498046875,1179
441,18.06396484375,119.60595703125,1133
442,17.9139404296875,45.8060302734375,1105
443,13.8260498046875,46.91796875,1066
444,17.4720458984375,78.2469482421875,1039
445,15.6500244140625,45.35498046875,1014
446,17.0830078125,98.876953125,988
447,18.053955078125,99.197998046875,966
448,17.6640625,84.3489990234375,943
449,18.154052734375,97.7340087890625,930
450,17.593017578125,94.428955078125,920
451,22.7030029296875,38.251953125,909
452,14.85791015625,45.31494140625,894
453,17.1119384765625,78.0289306640625,890
454,17.5631103515625,46.115966796875,884
455,15.3189697265625,50.14501953125,885
456,15.3580322265625,59.4720458984375,879
457,18.3560791015625,43.4720458984375,869
458,17.1929931640625,46.10693359375,860
459,17.1920166015625,45.76708984375,856
460,17.0419921875,45.3460693359375,856
461,16.972900390625,46.3179931640625,857
462,17.011962890625,45.2449951171875,853
463,16.9620361328125,45.2850341796875,853
464,51.3360595703125,48.4110107421875,843
465,17.251953125,45.7669677734375,849
466,16.98193359375,45.7169189453125,835
467,17.261962890625,49.7440185546875,841
468,15.14892578125,59.041015625,837
469,21.050048828125,46.489013671875,2345
470,14.626953125,45.8870849609375,3017
471,15.3380126953125,51.93896484375,2831
472,15.1490478515625,66.0950927734375,2614
473,17.7130126953125,50.666015625,2400
474,15.571044921875,73.22900390625,2227
475,15.5589599609375,58.5809326171875,2086
476,17.1319580078125,42.6710205078125,1950
477,14.8880615234375,36.7989501953125,1831
478,61.39599609375,69.0499267578125,1701
479,15.3291015625,94.4580078125,1602
480,11.85205078125,138.883056640625,1633
481,18.2349853515625,84.3909912109375,1540
482,18.073974609375,114.9678955078125,1440
483,18.0140380859375,45.364990234375,1369
484,17.092041015625,45.89599609375,1304
485,17.08203125,45.3460693359375,1249
486,17.1629638671875,45.8270263671875,1202
487,17.2020263671875,50.0850830078125,1176
488,17.3819580078125,38.1519775390625,1144
489,17.2340087890625,46.64794921875,1248
490,17.2530517578125,65.323974609375,1217
491,17.9539794921875,85.8519287109375,1177
492,16.531005859375,52.319091796875,1166
493,18.5050048828125,107.133056640625,1195
494,17.4630126953125,88.4869384765625,1149
495,23.905029296875,84.22900390625,1120
496,46.5479736328125,98.385986328125,1080
497,18.866943359375,105.949951171875,1056
498,34.885986328125,46.217041015625,1021
499,16.031005859375,45.7249755859375,1015
500,13.56591796875,45.7470703125,982
501,13.6959228515625,45.7459716796875,978
502,13.695068359375,45.906982421875,962
503,13.8359375,46.0379638671875,946
504,13.7359619140625,100.94091796875,930
505,18.4549560546875,47.197998046875,909
506,16.321044921875,45.93701171875,893
507,18.083984375,79.7210693359375,883
508,15.0980224609375,58.3809814453125,893
509,15.3389892578125,40.416015625,878
510,11.701904296875,59.4219970703125,868
511,17.3619384765625,33.583984375,850
512,12.9339599609375,78.1080322265625,853
513,18.0450439453125,55.9459228515625,857
514,31.4200439453125,42.9010009765625,840
515,16.4019775390625,40.9669189453125,839
516,15.2589111328125,52.407958984375,835
517,15.3299560546875,47.510986328125,841
518,18.4140625,59.512939453125,831
519,11.510986328125,58.4510498046875,819
520,18.4949951171875,47.300048828125,816
521,18.716064453125,62.6290283203125,810
522,19.18701171875,38.9140625,806
523,16.48095703125,46.548095703125,796
524,15.8409423828125,79.5,808
525,17.623046875,77.656982421875,808
526,11.592041015625,36.9110107421875,799
527,15.157958984375,45.3759765625,806
528,18.0050048828125,45.5870361328125,817
529,18.0439453125,59.6729736328125,824
530,11.73193359375,61.0650634765625,824
531,18.7550048828125,43.7320556640625,5477
532,17.1529541015625,82.3359375,5042
533,16.2200927734375,51.4180908203125,4597
534,16.030029296875,48.06103515625,4255
535,16.48095703125,40.2659912109375,3864
536,16.8720703125,40.887939453125,3495
537,16.470947265625,46.26806640625,3185
538,16.050048828125,64.923095703125,2932
539,12.6839599609375,87.97705078125,2673
540,15.1689453125,60.9859619140625,2475
541,12.1129150390625,74.1500244140625,2259
542,16.1910400390625,125.0770263671875,2155
543,12.6949462890625,70.001953125,2053
544,11.9520263671875,55.89599609375,1909
545,14.8480224609375,71.885986328125,1754
546,12.9349365234375,72.3070068359375,1639
547,17.48291015625,31.8289794921875,1531
548,11.882080078125,66.39599609375,1449
549,17.4329833984375,76.7249755859375,1369
550,17.6839599609375,41.8699951171875,1309
551,12.072998046875,111.822021484375,1258
552,17.1719970703125,72.365966796875,1202
553,11.9520263671875,41.0479736328125,1165
554,12.282958984375,82.5260009765625,1130
555,14.8380126953125,61.14501953125,1106
556,16.761962890625,53.9520263671875,1071
557,18.093994140625,71.635986328125,1041
558,19.2470703125,56.947998046875,1066
559,19.85693359375,62.197998046875,1066
560,12.2529296875,61.988037109375,1063
561,18.89501953125,40.947021484375,1065
562,12.5140380859375,40.927978515625,1053
563,12.2230224609375,95.4100341796875,1015
564,12.4840087890625,56.616943359375,986
565,14.8079833984375,45.6259765625,1534
566,11.8319091796875,83.968017578125,1444
567,17.60302734375,43.152099609375,1352
568,41.6890869140625,70.302001953125,1293
569,14.866943359375,46.0670166015625,1232
570,16.3599853515625,37.300048828125,1181
571,15.299072265625,37.4520263671875,1139
572,15.1689453125,250.0830078125,1103
573,22.1710205078125,33.905029296875,7613
574,17.6529541015625,54.2130126953125,6914
575,16.0999755859375,51.0159912109375,6173
576,17.7030029296875,43.6429443359375,5537
577,16.02001953125,54.8939208984375,4984
578,18.114990234375,118.033935546875,4467
579,15.9200439453125,75.4219970703125,4014
580,11.843017578125,71.625,3632
581,12.375,47.4000244140625,3293
582,69.199951171875,80.2530517578125,2986
583,17.782958984375,110.05810546875,2746
584,13.675048828125,80.1220703125,2517
585,52.638916015625,55.0540771484375,2315
586,57.7689208984375,51.236083984375,2138
587,16.240966796875,51.257080078125,1979
588,13.0040283203125,45.7960205078125,1883
589,16.8409423828125,57.0479736328125,1765
590,15.5889892578125,60.8150634765625,1637
591,52.5390625,47.6900634765625,1555
592,112.322998046875,46.89892578125,1472
593,40.3050537109375,62.657958984375,1376
594,34.06396484375,55.7950439453125,1306
595,14.97900390625,43.7320556640625,1247
596,14.468017578125,93.998046875,1215
597,12.864990234375,65.89501953125,1171
598,12.654052734375,52.75,1149
599,16.1400146484375,57.8790283203125,1124
600,46.0369873046875,52.1290283203125,1078
601,17.3740234375,37.6209716796875,1051
602,12.052978515625,61.5960693359375,1033
603,16.531005859375,56.748046875,995
604,17.5440673828125,118.052978515625,979
605,66.8460693359375,68.05908203125,957
606,18.243896484375,57.6590576171875,947
607,18.1939697265625,55.2950439453125,934
608,15.1080322265625,31.01904296875,940
609,51.7080078125,69.8919677734375,934
610,54.423095703125,41.458984375,1014
611,15.3890380859375,43.5919189453125,1016
612,12.552978515625,77.8170166015625,1104
613,18.06298828125,41.597900390625,1080
614,16.9630126953125,52.0679931640625,1169
615,17.6329345703125,55.5250244140625,1176
616,21.60107421875,177.0750732421875,1265
617,21.8909912109375,45.4959716796875,1213
618,14.4169921875,40.166015625,1215
619,16.1700439453125,44.0040283203125,1386
620,16.9119873046875,40.7359619140625,1367
621,11.8330078125,47.6500244140625,1296
622,18.717041015625,37.841064453125,1301
623,18.404052734375,118.784912109375,1335
624,20.51904296875,31.6500244140625,1365
625,12.89501953125,85.8330078125,1372
626,16.5909423828125,47.22900390625,1494
627,18.89599609375,41.0579833984375,1460
628,19.237060546875,53.8409423828125,1432
629,16.781982421875,38.011962890625,1408
630,18.7559814453125,45.666015625,1374
631,18.384033203125,51.5579833984375,1318
632,16.030029296875,39.68603515625,1281
633,47.3399658203125,87.89501953125,1239
634,57.97998046875,62.68798828125,1201
635,12.8349609375,51.9080810546875,1166
636,16.382080078125,60.7449951171875,1256
637,12.6240234375,41.617919921875,1197
638,15.3489990234375,39.284912109375,1166
639,18.8848876953125,56.51708984375,1124
640,17.29296875,60.4840087890625,1092
641,12.7840576171875,48.81298828125,1096
642,15.8299560546875,47.821044921875,1056
643,18.594970703125,63.3199462890625,1034
644,11.56201171875,37.3709716796875,997
645,16.551025390625,76.1629638671875,1019
646,15.090087890625,55.35400390625,1003
647,14.637939453125,36.3580322265625,974
648,16.321044921875,45.626953125,956
649,19.3370361328125,45.2060546875,996
650,18.60595703125,55.465087890625,977
651,12.43310546875,46.0770263671875,940
652,18.64501953125,65.68408203125,916
653,12.6229248046875,45.6669921875,907
654,18.404052734375,65.573974609375,890
655,12.594970703125,50.114990234375,878
656,16.0699462890625,55.39501953125,860
657,12.364013671875,45.2239990234375,853
658,18.7349853515625,61.3060302734375,832
659,12.864013671875,45.4560546875,843
660,18.2850341796875,74.4609375,851
661,15.429931640625,55.125,848
662,14.89892578125,32.1610107421875,842
663,19.3280029296875,37.52001953125,4937
664,26.7100830078125,48.551025390625,4438
665,16.552001953125,62.2469482421875,4313
666,15.5089111328125,64.1309814453125,3955
667,17.864013671875,54.1419677734375,3618
668,21.4110107421875,45.375,3284
669,18.4849853515625,50.9149169921875,3038
670,15.8699951171875,59.593017578125,2788
671,12.85498046875,47.990966796875,2552
672,19.0660400390625,59.81298828125,2348
673,11.822021484375,42.1180419921875,2151
674,15.7989501953125,48.58203125,1995
675,15.97998046875,53.010009765625,1851
676,15.8890380859375,47.4200439453125,1736
677,37.449951171875,92.89599609375,1625
678,12.7540283203125,41.72998046875,1536
679,46.1070556640625,48.1510009765625,1452
680,15.800048828125,74.06103515625,1377
681,17.181884765625,150.785888671875,1319
682,18.2239990234375,40.35595703125,1248
683,11.781982421875,59.6219482421875,1197
684,11.77197265625,39.1640625,1242
685,16.4310302734375,50.4849853515625,1201
686,15.8890380859375,40.4959716796875,1183
687,31.7900390625,47.3389892578125,1134
688,18.324951171875,51.0770263671875,1096
689,18.64501953125,59.52294921875,1076
690,11.8829345703125,39.4150390625,1054
691,16.10009765625,59.9229736328125,1044
692,11.9229736328125,42.87109375,1033
693,16.240966796875,59.4320068359375,1010
694,11.73193359375,39.2039794921875,993
695,16.1309814453125,118.1739501953125,1002
696,17.322998046875,60.583984375,1004
697,11.58203125,42.31005859375,983
698,16.2109375,59.7529296875,969
699,12.783935546875,51.406982421875,945
700,18.4449462890625,48.8919677734375,935
701,18.406005859375,68.529052734375,912
702,18.5240478515625,40.3470458984375,892
703,15.238037109375,40.677001953125,885
704,15.468994140625,51.868896484375,877
705,18.845947265625,50.2750244140625,877
706,18.493896484375,59.6729736328125,877
707,12.844970703125,52.1890869140625,869
708,18.4539794921875,40.406982421875,875
709,18.8360595703125,59.6729736328125,857
710,11.5419921875,36.9110107421875,839
711,31.989990234375,50.6959228515625,835
712,16.010009765625,59.4420166015625,839
