seq,send_stack_us,recv_stack_us,network_latency_us
368,85.2109375,52.8599853515625,3267
369,20.75,59.9439697265625,3234
370,17.14208984375,62.14794921875,3190
371,12.1739501953125,96.843994140625,3147
372,13.7259521484375,134.4940185546875,3146
373,44.3040771484375,41.8189697265625,3172
374,27.6319580078125,42.7310791015625,3219
375,18.8651123046875,40.4158935546875,3180
376,13.0040283203125,33.2239990234375,3141
377,12.73388671875,43.0020751953125,3161
378,12.763916015625,197.1629638671875,3116
379,15.5999755859375,44.695068359375,3111
380,16.1610107421875,32.6019287109375,3121
381,21.950927734375,106.9520263671875,3099
382,19.47607421875,88.3480224609375,3048
383,19.135986328125,41.7879638671875,3050
384,19.125,52.5791015625,3038
385,17.633056640625,41.708984375,3045
386,16.25,50.2650146484375,3100
387,19.176025390625,117.6929931640625,3142
388,18.2939453125,119.7960205078125,3102
389,18.614990234375,202.1719970703125,3179
390,24.4559326171875,126.5390625,3200
391,26.6300048828125,67.968017578125,3207
392,20.5980224609375,36.1680908203125,3207
393,17.593017578125,54.14208984375,3244
394,22.4619140625,62.3480224609375,3212
395,20.52001953125,268.8289794921875,3244
396,25.218017578125,157.6480712890625,3317
397,38.2230224609375,57.0980224609375,3406
398,17.54296875,109.4769287109375,3376
399,21.3800048828125,50.595947265625,3324
400,17.4639892578125,50.0550537109375,3257
401,16.3809814453125,88.5880126953125,3212
402,17.823974609375,41.238037109375,3165
403,18.4449462890625,52.8409423828125,3103
404,17.3131103515625,84.510009765625,3041
405,17.1920166015625,48.342041015625,2977
406,15.5989990234375,41.6290283203125,2921
407,28.60400390625,39.5150146484375,2904
408,17.282958984375,52.0889892578125,2922
409,17.81396484375,48.18994140625,2942
410,15.9599609375,65.875,2946
411,17.7039794921875,55.1939697265625,2977
412,15.9000244140625,51.8790283203125,2942
413,15.989990234375,55.4150390625,2967
414,17.633056640625,56.876953125,3002
415,18.323974609375,65.0130615234375,2969
416,12.905029296875,44.0230712890625,2929
417,16.98193359375,103.364990234375,2926
418,18.2049560546875,125.2769775390625,2936
419,33.1119384765625,113.9349365234375,2926
420,19.9970703125,89.5689697265625,2915
421,19.7369384765625,199.97900390625,2916
422,26.010009765625,184.4989013671875,2962
423,110.0589599609375,53.1710205078125,3034
424,23.2550048828125,83.988037109375,3087
425,22.52197265625,68.2490234375,3111
426,14.72802734375,104.39794921875,3154
427,23.875,52.3289794921875,3166
428,19.3370361328125,60.5150146484375,3152
429,35.365966796875,66.385986328125,3140
430,34.154052734375,72.0059814453125,3114
431,18.4949951171875,73.10791015625,3094
432,16.52099609375,47.530029296875,3083
433,22.5230712890625,75.89404296875,3038
434,35.6170654296875,53.2899169921875,3085
435,17.4730224609375,68.0489501953125,3062
436,17.60302734375,54.08203125,3047
437,31.989990234375,53.7020263671875,3024
438,17.613037109375,51.447998046875,3035
439,17.4219970703125,54.9139404296875,3042
440,18.083984375,66.7259521484375,3055
441,12.2230224609375,35.427001953125,3032
442,18.10400390625,56.467041015625,3014
443,17.383056640625,53.52099609375,2995
444,18.2659912109375,66.175048828125,2999
445,13.2449951171875,46.0460205078125,3014
446,16.98193359375,67.3880615234375,3037
447,14.7369384765625,44.3150634765625,3030
448,18.1239013671875,56.22705078125,3015
449,16.862060546875,52.8690185546875,2975
450,17.7030029296875,52.6800537109375,2999
451,16.9119873046875,63.5699462890625,2992
452,12.7740478515625,80.7730712890625,2974
453,18.2039794921875,121.419921875,3059
454,25.677978515625,88.30810546875,3127
455,97.5540771484375,65.844970703125,3202
456,21.9610595703125,84.7410888671875,3223
457,17.08203125,137.259033203125,3254
458,22.133056640625,55.3349609375,3246
459,19.906982421875,91.7530517578125,3222
460,22.7921142578125,102.18408203125,3201
461,23.7760009765625,37.6409912109375,3164
462,21.4600830078125,60.7950439453125,3196
463,23.3341064453125,65.5340576171875,3211
464,28.43408203125,47.0789794921875,3161
465,18.2550048828125,52.5589599609375,3156
466,17.5439453125,90.0499267578125,3194
467,17.02197265625,51.8790283203125,3156
468,16.9219970703125,48.510986328125,3146
469,19.3560791015625,80.02099609375,3136
470,31.8699951171875,55.1949462890625,3129
471,17.4820556640625,56.467041015625,3110
472,17.7139892578125,31.6290283203125,3112
473,12.4150390625,62.427978515625,3091
474,12.10302734375,65.993896484375,3072
475,19.3759765625,52.6590576171875,3053
476,16.6708984375,55.824951171875,3041
477,16.041015625,44.573974609375,3047
478,17.1219482421875,40.39697265625,3034
479,17.925048828125,74.77099609375,3055
480,18.4039306640625,48.2310791015625,3102
481,19.2069091796875,93.22705078125,3094
482,15.3079833984375,51.97802734375,3061
483,17.1220703125,49.0330810546875,3058
484,16.81201171875,69.6109619140625,3003
485,17.843994140625,38.60400390625,3071
486,23.4949951171875,92.5050048828125,3102
487,23.9449462890625,218.60400390625,3149
488,53.0499267578125,288.7359619140625,3200
489,24.075927734375,69.010009765625,3163
490,16.030029296875,46.237060546875,3092
491,19.7679443359375,53.0,3073
492,18.35498046875,46.6290283203125,3074
493,20.448974609375,52.0689697265625,3070
494,18.89501953125,61.0660400390625,3026
495,18.5159912109375,60.4439697265625,3071
496,20.1279296875,42.94091796875,3059
497,18.2249755859375,43.3419189453125,3094
498,18.8349609375,59.541015625,3085
499,13.72607421875,51.4580078125,3011
500,18.486083984375,68.0389404296875,2979
501,13.2459716796875,46.637939453125,2926
502,16.8919677734375,97.7349853515625,2923
503,24.8270263671875,44.18408203125,2918
504,19.447021484375,99.197998046875,2934
505,14.64794921875,49.35400390625,2917
506,29.735107421875,67.14697265625,2945
507,12.2030029296875,56.85791015625,2939
508,16.1300048828125,46.10693359375,2950
509,17.843017578125,62.7379150390625,2946
510,12.2239990234375,42.7509765625,2939
511,16.6409912109375,41.508056640625,2901
512,16.882080078125,65.262939453125,2876
513,14.1470947265625,45.0350341796875,2892
514,16.781005859375,63.821044921875,2977
515,14.888916015625,67.3470458984375,3007
516,15.821044921875,40.876953125,3000
517,12.2430419921875,118.4039306640625,2953
518,49.6639404296875,62.5989990234375,2922
519,20.5479736328125,338.73095703125,2997
520,162.156982421875,73.6490478515625,3130
521,27.7919921875,50.5150146484375,3522
522,27.2220458984375,49.322998046875,3501
523,22.9730224609375,160.073974609375,3495
524,30.9090576171875,69.33203125,3471
525,34.4140625,47.2598876953125,3424
526,21.1510009765625,52.5999755859375,3340
527,19.467041015625,66.7760009765625,3291
528,18.9149169921875,66.4759521484375,3236
529,15.47998046875,97.5950927734375,3171
530,23.4150390625,63.9310302734375,3130
531,13.506103515625,45.2459716796875,3097
532,16.52197265625,41.5379638671875,3031
533,15.7789306640625,49.905029296875,2962
534,16.8309326171875,94.0579833984375,2980
535,13.06494140625,56.5770263671875,2929
536,17.1019287109375,44.85498046875,2904
537,18.4649658203125,38.7239990234375,2908
538,16.6309814453125,55.22509765625,2915
539,17.153076171875,77.697021484375,2925
540,15.550048828125,43.2020263671875,2928
541,16.761962890625,56.4969482421875,2918
542,15.5999755859375,66.5159912109375,2930
543,12.06298828125,207.7520751953125,2924
544,17.6729736328125,41.5489501953125,2935
545,13.18505859375,41.3779296875,2946
546,16.9329833984375,29.2249755859375,2914
547,12.1719970703125,43.1220703125,2872
548,16.110107421875,60.9549560546875,2898
549,16.9619140625,152.16796875,2867
550,18.906005859375,311.117919921875,2885
551,25.97900390625,77.3460693359375,2842
552,18.5750732421875,53.4520263671875,2926
553,20.97900390625,36.8399658203125,2888
554,17.1329345703125,83.3790283203125,2891
555,18.323974609375,62.509033203125,2869
556,19.9979248046875,120.6480712890625,2844
557,19.93798828125,46.2369384765625,2852
558,22.06298828125,196.3709716796875,3000
559,29.3651123046875,53.0899658203125,3076
560,24.8370361328125,198.2049560546875,3068
561,26.219970703125,83.3170166015625,3092
562,23.7259521484375,44.10400390625,3101
563,18.5050048828125,47.3699951171875,3096
564,19.156005859375,53.6920166015625,3102
565,16.1610107421875,52.26904296875,3080
566,16.6109619140625,46.968994140625,3049
567,18.2650146484375,62.7689208984375,3016
568,15.468994140625,59.43310546875,2954
569,30.89794921875,57.0079345703125,2924
570,18.094970703125,77.0250244140625,2901
571,50.2750244140625,39.113037109375,2878
572,18.9559326171875,81.39404296875,2883
573,18.5650634765625,77.43603515625,2895
574,15.489013671875,57.47900390625,2911
575,17.5030517578125,53.761962890625,2855
576,13.81591796875,67.3369140625,2834
577,26.3310546875,90.2120361328125,2837
578,20.8800048828125,57.739013671875,2843
579,17.7239990234375,81.5240478515625,2873
580,21.5909423828125,47.050048828125,2863
581,39.9859619140625,51.0970458984375,2852
582,16.180908203125,43.7930908203125,2826
583,20.597900390625,38.4830322265625,2870
584,19.697021484375,53.9010009765625,2905
585,25.798095703125,51.5380859375,2945
586,82.0050048828125,56.237060546875,3010
587,22.1220703125,43.7330322265625,2996
588,17.883056640625,36.9090576171875,2972
589,30.6190185546875,59.58203125,2977
590,22.112060546875,639.008056640625,3063
591,27.27099609375,50.0150146484375,3143
592,60.9049072265625,50.5560302734375,3151
593,15.580078125,52.698974609375,3106
594,16.83203125,53.9420166015625,3100
595,32.1099853515625,89.8199462890625,3068
596,22.592041015625,51.0670166015625,3126
597,20.5390625,63.1099853515625,3090
598,32.4410400390625,49.6429443359375,3038
599,16.4219970703125,52.990966796875,3019
600,19.887939453125,65.965087890625,3001
601,17.8330078125,42.590087890625,3002
602,23.1640625,136.007080078125,3014
603,21.801025390625,115.18798828125,2980
604,23.864013671875,111.1689453125,2976
605,21.950927734375,154.001953125,2941
606,19.3270263671875,47.669921875,2913
607,17.8848876953125,171.1439208984375,2905
608,21.050048828125,102.1529541015625,2879
609,19.5679931640625,107.43408203125,2838
610,42.050048828125,105.6400146484375,2841
611,19.095947265625,50.2249755859375,2827
612,30.989013671875,46.3179931640625,2858
613,17.4219970703125,46.7890625,2848
614,17.1820068359375,45.385009765625,2850
615,17.2930908203125,52.97998046875,2815
616,18.875,71.43505859375,2887
617,34.4149169921875,133.632080078125,2967
618,26.159912109375,124.074951171875,2969
619,25.8480224609375,66.18505859375,2967
620,14.156982421875,40.5870361328125,2950
621,19.93701171875,51.2979736328125,2960
622,16.85205078125,51.7269287109375,2993
623,19.10595703125,85.220947265625,2975
624,19.5369873046875,57.2080078125,2949
625,50.1240234375,127.9219970703125,2942
626,22.5029296875,65.093017578125,2924
627,33.89306640625,133.1319580078125,2908
628,20.43798828125,98.6070556640625,2862
629,48.35205078125,48.5321044921875,2845
630,15.830078125,48.1810302734375,2880
631,16.44091796875,102.9849853515625,2844
632,19.2459716796875,100.5899658203125,2807
633,18.6060791015625,86.35302734375,2762
634,23.2640380859375,69.219970703125,2749
635,62.9390869140625,115.9080810546875,2739
636,17.4429931640625,59.39208984375,2784
637,16.0399169921875,40.5460205078125,2734
638,12.7149658203125,46.5570068359375,2737
639,17.8740234375,51.968017578125,2751
640,16.490966796875,78.0279541015625,2755
641,17.0419921875,52.300048828125,2745
642,13.635986328125,106.550048828125,2719
643,27.4720458984375,113.9759521484375,2734
644,17.7230224609375,94.7490234375,2723
645,19.8690185546875,117.7330322265625,2765
646,27.6009521484375,98.8060302734375,2794
647,19.8170166015625,85.0709228515625,2810
648,21.25,91.8929443359375,2806
649,17.444091796875,45.8570556640625,2817
650,63.1900634765625,121.8800048828125,3319
651,24.0360107421875,114.846923828125,3243
652,54.1929931640625,109.5859375,3182
653,21.9810791015625,49.39306640625,3129
654,114.2659912109375,59.092041015625,3138
655,49.64501953125,111.58203125,3101
656,82.7259521484375,103.9959716796875,3043
657,19.3759765625,244.031982421875,3017
658,26.219970703125,59.8529052734375,3021
659,17.60400390625,67.43701171875,3027
660,17.2230224609375,106.9119873046875,3033
661,20.1080322265625,48.9530029296875,3048
662,28.6339111328125,48.6810302734375,3107
663,16.1600341796875,49.803955078125,3095
664,17.1219482421875,51.7879638671875,3108
665,17.7640380859375,44.1929931640625,3073
666,40.176025390625,45.72705078125,3037
667,19.18603515625,48.041015625,3028
668,18.072998046875,50.927001953125,3029
669,31.4990234375,46.6690673828125,2991
670,15.8709716796875,76.89501953125,2990
671,31.458984375,109.9979248046875,3029
672,33.613037109375,70.6739501953125,3083
673,17.2120361328125,59.2420654296875,3055
674,49.9539794921875,89.0889892578125,3033
675,33.14208984375,69.240966796875,3028
676,18.9759521484375,104.3070068359375,3008
677,20.029052734375,55.1849365234375,2982
678,17.6629638671875,93.95703125,2970
679,16.1619873046875,52.218994140625,2931
680,16.4010009765625,50.9759521484375,2908
681,15.9200439453125,59.742919921875,2936
682,19.3759765625,49.5040283203125,2978
683,20.6390380859375,48.25,3059
684,22.7230224609375,98.5260009765625,3046
685,18.385009765625,75.2120361328125,3141
686,21.7110595703125,34.5050048828125,3113
687,16.2698974609375,139.154052734375,3034
688,36.0989990234375,45.916015625,3084
689,18.9171142578125,47.16796875,3055
690,26.1190185546875,84.158935546875,3020
691,24.5960693359375,41.5980224609375,3148
692,19.906982421875,106.491943359375,3149
693,22.2130126953125,42.97998046875,3127
694,38.2509765625,114.0650634765625,3077
695,19.7470703125,88.55810546875,3032
696,42.791015625,32.429931640625,3016
697,11.9320068359375,63.27001953125,3000
698,18.3140869140625,122.7020263671875,2997
